,country,date,variant,num_sequences,perc_sequences,num_sequences_total
93648,Uganda,2020-08-31,Alpha,0,0.0,27
93653,Uganda,2020-08-31,B.1.177,0,0.0,27
93659,Uganda,2020-08-31,Delta,0,0.0,27
93667,Uganda,2020-08-31,Omicron,0,0.0,27
93671,Uganda,2020-08-31,non_who,27,100.0,27
93672,Uganda,2020-09-14,Alpha,0,0.0,37
93677,Uganda,2020-09-14,B.1.177,0,0.0,37
93683,Uganda,2020-09-14,Delta,0,0.0,37
93691,Uganda,2020-09-14,Omicron,0,0.0,37
93695,Uganda,2020-09-14,non_who,37,100.0,37
93696,Uganda,2020-09-28,Alpha,0,0.0,10
93701,Uganda,2020-09-28,B.1.177,0,0.0,10
93707,Uganda,2020-09-28,Delta,0,0.0,10
93715,Uganda,2020-09-28,Omicron,0,0.0,10
93719,Uganda,2020-09-28,non_who,10,100.0,10
93720,Uganda,2020-10-12,Alpha,0,0.0,8
93725,Uganda,2020-10-12,B.1.177,0,0.0,8
93731,Uganda,2020-10-12,Delta,0,0.0,8
93739,Uganda,2020-10-12,Omicron,0,0.0,8
93743,Uganda,2020-10-12,non_who,8,100.0,8
93744,Uganda,2020-10-26,Alpha,0,0.0,2
93749,Uganda,2020-10-26,B.1.177,0,0.0,2
93755,Uganda,2020-10-26,Delta,0,0.0,2
93763,Uganda,2020-10-26,Omicron,0,0.0,2
93767,Uganda,2020-10-26,non_who,2,100.0,2
93768,Uganda,2020-11-09,Alpha,0,0.0,26
93773,Uganda,2020-11-09,B.1.177,0,0.0,26
93779,Uganda,2020-11-09,Delta,0,0.0,26
93787,Uganda,2020-11-09,Omicron,0,0.0,26
93791,Uganda,2020-11-09,non_who,26,100.0,26
93792,Uganda,2020-11-23,Alpha,0,0.0,29
93797,Uganda,2020-11-23,B.1.177,0,0.0,29
93803,Uganda,2020-11-23,Delta,0,0.0,29
93811,Uganda,2020-11-23,Omicron,0,0.0,29
93815,Uganda,2020-11-23,non_who,29,100.0,29
93816,Uganda,2020-12-07,Alpha,0,0.0,2
93821,Uganda,2020-12-07,B.1.177,0,0.0,2
93827,Uganda,2020-12-07,Delta,0,0.0,2
93835,Uganda,2020-12-07,Omicron,0,0.0,2
93839,Uganda,2020-12-07,non_who,2,100.0,2
93840,Uganda,2020-12-21,Alpha,0,0.0,39
93845,Uganda,2020-12-21,B.1.177,0,0.0,39
93851,Uganda,2020-12-21,Delta,0,0.0,39
93859,Uganda,2020-12-21,Omicron,0,0.0,39
93863,Uganda,2020-12-21,non_who,39,100.0,39
93864,Uganda,2021-01-04,Alpha,0,0.0,59
93869,Uganda,2021-01-04,B.1.177,0,0.0,59
93875,Uganda,2021-01-04,Delta,0,0.0,59
93883,Uganda,2021-01-04,Omicron,0,0.0,59
93887,Uganda,2021-01-04,non_who,59,100.0,59
93888,Uganda,2021-01-25,Alpha,0,0.0,25
93893,Uganda,2021-01-25,B.1.177,0,0.0,25
93899,Uganda,2021-01-25,Delta,0,0.0,25
93907,Uganda,2021-01-25,Omicron,0,0.0,25
93911,Uganda,2021-01-25,non_who,25,100.0,25
93912,Uganda,2021-02-08,Alpha,0,0.0,2
93917,Uganda,2021-02-08,B.1.177,0,0.0,2
93923,Uganda,2021-02-08,Delta,0,0.0,2
93931,Uganda,2021-02-08,Omicron,0,0.0,2
93935,Uganda,2021-02-08,non_who,2,100.0,2
93936,Uganda,2021-02-22,Alpha,0,0.0,8
93941,Uganda,2021-02-22,B.1.177,0,0.0,8
93947,Uganda,2021-02-22,Delta,0,0.0,8
93955,Uganda,2021-02-22,Omicron,0,0.0,8
93959,Uganda,2021-02-22,non_who,6,75.0,8
93960,Uganda,2021-03-08,Alpha,0,0.0,9
93965,Uganda,2021-03-08,B.1.177,0,0.0,9
93971,Uganda,2021-03-08,Delta,0,0.0,9
93979,Uganda,2021-03-08,Omicron,0,0.0,9
93983,Uganda,2021-03-08,non_who,6,66.67,9
93984,Uganda,2021-03-22,Alpha,0,0.0,10
93989,Uganda,2021-03-22,B.1.177,0,0.0,10
93995,Uganda,2021-03-22,Delta,0,0.0,10
94003,Uganda,2021-03-22,Omicron,0,0.0,10
94007,Uganda,2021-03-22,non_who,7,70.0,10
94008,Uganda,2021-04-05,Alpha,11,42.31,26
94013,Uganda,2021-04-05,B.1.177,0,0.0,26
94019,Uganda,2021-04-05,Delta,0,0.0,26
94027,Uganda,2021-04-05,Omicron,0,0.0,26
94031,Uganda,2021-04-05,non_who,7,26.92,26
94032,Uganda,2021-04-19,Alpha,1,5.88,17
94037,Uganda,2021-04-19,B.1.177,0,0.0,17
94043,Uganda,2021-04-19,Delta,0,0.0,17
94051,Uganda,2021-04-19,Omicron,0,0.0,17
94055,Uganda,2021-04-19,non_who,12,70.59,17
94056,Uganda,2021-05-03,Alpha,0,0.0,11
94061,Uganda,2021-05-03,B.1.177,0,0.0,11
94067,Uganda,2021-05-03,Delta,4,36.36,11
94075,Uganda,2021-05-03,Omicron,0,0.0,11
94079,Uganda,2021-05-03,non_who,4,36.37,11
94080,Uganda,2021-05-17,Alpha,4,23.53,17
94085,Uganda,2021-05-17,B.1.177,0,0.0,17
94091,Uganda,2021-05-17,Delta,0,0.0,17
94099,Uganda,2021-05-17,Omicron,0,0.0,17
94103,Uganda,2021-05-17,non_who,2,11.76,17
94104,Uganda,2021-05-31,Alpha,0,0.0,21
94109,Uganda,2021-05-31,B.1.177,0,0.0,21
94115,Uganda,2021-05-31,Delta,21,100.0,21
94123,Uganda,2021-05-31,Omicron,0,0.0,21
94127,Uganda,2021-05-31,non_who,0,0.0,21
94128,Uganda,2021-06-14,Alpha,0,0.0,172
94133,Uganda,2021-06-14,B.1.177,0,0.0,172
94139,Uganda,2021-06-14,Delta,164,95.35,172
94147,Uganda,2021-06-14,Omicron,0,0.0,172
94151,Uganda,2021-06-14,non_who,5,2.91,172
94152,Uganda,2021-06-28,Alpha,1,0.88,114
94157,Uganda,2021-06-28,B.1.177,0,0.0,114
94163,Uganda,2021-06-28,Delta,106,92.98,114
94171,Uganda,2021-06-28,Omicron,0,0.0,114
94175,Uganda,2021-06-28,non_who,6,5.26,114
94176,Uganda,2021-07-12,Alpha,0,0.0,12
94181,Uganda,2021-07-12,B.1.177,0,0.0,12
94187,Uganda,2021-07-12,Delta,12,100.0,12
94195,Uganda,2021-07-12,Omicron,0,0.0,12
94199,Uganda,2021-07-12,non_who,0,0.0,12
94200,Uganda,2021-07-26,Alpha,0,0.0,15
94205,Uganda,2021-07-26,B.1.177,0,0.0,15
94211,Uganda,2021-07-26,Delta,14,93.33,15
94219,Uganda,2021-07-26,Omicron,0,0.0,15
94223,Uganda,2021-07-26,non_who,1,6.67,15
94224,Uganda,2021-08-09,Alpha,0,0.0,17
94229,Uganda,2021-08-09,B.1.177,0,0.0,17
94235,Uganda,2021-08-09,Delta,16,94.12,17
94243,Uganda,2021-08-09,Omicron,0,0.0,17
94247,Uganda,2021-08-09,non_who,1,5.88,17
94248,Uganda,2021-08-23,Alpha,0,0.0,5
94253,Uganda,2021-08-23,B.1.177,0,0.0,5
94259,Uganda,2021-08-23,Delta,5,100.0,5
94267,Uganda,2021-08-23,Omicron,0,0.0,5
94271,Uganda,2021-08-23,non_who,0,0.0,5
94272,Uganda,2021-12-13,Alpha,0,0.0,1
94277,Uganda,2021-12-13,B.1.177,0,0.0,1
94283,Uganda,2021-12-13,Delta,0,0.0,1
94291,Uganda,2021-12-13,Omicron,1,100.0,1
94295,Uganda,2021-12-13,non_who,0,0.0,1
94296,Ukraine,2020-05-11,Alpha,0,0.0,2
94301,Ukraine,2020-05-11,B.1.177,0,0.0,2
94307,Ukraine,2020-05-11,Delta,0,0.0,2
94315,Ukraine,2020-05-11,Omicron,0,0.0,2
94319,Ukraine,2020-05-11,non_who,2,100.0,2
94320,Ukraine,2020-05-25,Alpha,0,0.0,9
94325,Ukraine,2020-05-25,B.1.177,0,0.0,9
94331,Ukraine,2020-05-25,Delta,0,0.0,9
94339,Ukraine,2020-05-25,Omicron,0,0.0,9
94343,Ukraine,2020-05-25,non_who,9,100.0,9
94344,Ukraine,2020-06-08,Alpha,0,0.0,23
94349,Ukraine,2020-06-08,B.1.177,0,0.0,23
94355,Ukraine,2020-06-08,Delta,0,0.0,23
94363,Ukraine,2020-06-08,Omicron,0,0.0,23
94367,Ukraine,2020-06-08,non_who,23,100.0,23
94368,Ukraine,2020-07-06,Alpha,0,0.0,14
94373,Ukraine,2020-07-06,B.1.177,0,0.0,14
94379,Ukraine,2020-07-06,Delta,0,0.0,14
94387,Ukraine,2020-07-06,Omicron,0,0.0,14
94391,Ukraine,2020-07-06,non_who,14,100.0,14
94392,Ukraine,2020-07-20,Alpha,0,0.0,3
94397,Ukraine,2020-07-20,B.1.177,0,0.0,3
94403,Ukraine,2020-07-20,Delta,0,0.0,3
94411,Ukraine,2020-07-20,Omicron,0,0.0,3
94415,Ukraine,2020-07-20,non_who,3,100.0,3
94416,Ukraine,2020-08-03,Alpha,0,0.0,3
94421,Ukraine,2020-08-03,B.1.177,0,0.0,3
94427,Ukraine,2020-08-03,Delta,0,0.0,3
94435,Ukraine,2020-08-03,Omicron,0,0.0,3
94439,Ukraine,2020-08-03,non_who,3,100.0,3
94440,Ukraine,2020-08-17,Alpha,0,0.0,10
94445,Ukraine,2020-08-17,B.1.177,0,0.0,10
94451,Ukraine,2020-08-17,Delta,0,0.0,10
94459,Ukraine,2020-08-17,Omicron,0,0.0,10
94463,Ukraine,2020-08-17,non_who,10,100.0,10
94464,Ukraine,2020-09-28,Alpha,0,0.0,2
94469,Ukraine,2020-09-28,B.1.177,0,0.0,2
94475,Ukraine,2020-09-28,Delta,0,0.0,2
94483,Ukraine,2020-09-28,Omicron,0,0.0,2
94487,Ukraine,2020-09-28,non_who,2,100.0,2
94488,Ukraine,2020-10-12,Alpha,0,0.0,3
94493,Ukraine,2020-10-12,B.1.177,0,0.0,3
94499,Ukraine,2020-10-12,Delta,0,0.0,3
94507,Ukraine,2020-10-12,Omicron,0,0.0,3
94511,Ukraine,2020-10-12,non_who,3,100.0,3
94512,Ukraine,2020-10-26,Alpha,0,0.0,2
94517,Ukraine,2020-10-26,B.1.177,0,0.0,2
94523,Ukraine,2020-10-26,Delta,0,0.0,2
94531,Ukraine,2020-10-26,Omicron,0,0.0,2
94535,Ukraine,2020-10-26,non_who,2,100.0,2
94536,Ukraine,2020-11-23,Alpha,0,0.0,1
94541,Ukraine,2020-11-23,B.1.177,0,0.0,1
94547,Ukraine,2020-11-23,Delta,0,0.0,1
94555,Ukraine,2020-11-23,Omicron,0,0.0,1
94559,Ukraine,2020-11-23,non_who,1,100.0,1
94560,Ukraine,2020-12-07,Alpha,0,0.0,1
94565,Ukraine,2020-12-07,B.1.177,0,0.0,1
94571,Ukraine,2020-12-07,Delta,0,0.0,1
94579,Ukraine,2020-12-07,Omicron,0,0.0,1
94583,Ukraine,2020-12-07,non_who,1,100.0,1
94584,Ukraine,2021-01-04,Alpha,0,0.0,45
94589,Ukraine,2021-01-04,B.1.177,1,2.22,45
94595,Ukraine,2021-01-04,Delta,0,0.0,45
94603,Ukraine,2021-01-04,Omicron,0,0.0,45
94607,Ukraine,2021-01-04,non_who,45,100.0,45
94608,Ukraine,2021-01-11,Alpha,0,0.0,27
94613,Ukraine,2021-01-11,B.1.177,0,0.0,27
94619,Ukraine,2021-01-11,Delta,0,0.0,27
94627,Ukraine,2021-01-11,Omicron,0,0.0,27
94631,Ukraine,2021-01-11,non_who,27,100.0,27
94632,Ukraine,2021-01-25,Alpha,0,0.0,25
94637,Ukraine,2021-01-25,B.1.177,0,0.0,25
94643,Ukraine,2021-01-25,Delta,0,0.0,25
94651,Ukraine,2021-01-25,Omicron,0,0.0,25
94655,Ukraine,2021-01-25,non_who,25,100.0,25
94656,Ukraine,2021-02-22,Alpha,5,83.33,6
94661,Ukraine,2021-02-22,B.1.177,0,0.0,6
94667,Ukraine,2021-02-22,Delta,0,0.0,6
94675,Ukraine,2021-02-22,Omicron,0,0.0,6
94679,Ukraine,2021-02-22,non_who,1,16.67,6
94680,Ukraine,2021-03-08,Alpha,23,88.46,26
