cap.shape,cap.surface,cap.color,bruises,odor,gill.attachment,gill.spacing,gill.size,gill.color,stalk.shape,stalk.root,stalk.surface.above.ring,stalk.surface.below.ring,stalk.color.above.ring,stalk.color.below.ring,veil.type,veil.color,ring.number,ring.type,spore.print.color,population,habitat,Id,poisonous
x,y,y,True,a,f,c,b,k,e,c,s,s,w,w,p,w,o,p,n,n,m,7402,0
f,y,n,False,y,f,c,n,b,t,?,s,s,p,w,p,w,o,e,w,v,d,4025,1
f,f,n,True,n,f,c,b,p,t,b,s,s,w,p,p,w,o,p,k,v,d,1702,0
x,y,g,False,f,f,c,b,h,e,b,k,k,n,n,p,w,o,l,h,v,d,5081,1
f,y,e,True,n,f,c,b,u,t,b,s,s,g,w,p,w,o,p,k,v,d,1843,0
f,y,g,False,f,f,c,b,p,e,b,k,k,n,b,p,w,o,l,h,y,g,4456,1
x,f,n,True,n,f,c,b,p,t,b,s,s,p,g,p,w,o,p,n,y,d,7105,0
x,f,n,False,n,f,w,b,k,t,e,f,s,w,w,p,w,o,e,n,a,g,7353,0
f,y,e,False,s,f,c,n,b,t,?,s,s,w,p,p,w,o,e,w,v,d,3506,1
k,y,e,False,s,f,c,n,b,t,?,s,s,p,p,p,w,o,e,w,v,l,809,1
x,y,n,False,n,f,c,b,w,e,b,y,y,n,n,p,w,t,p,w,y,d,1870,0
k,s,n,False,f,f,c,n,b,t,?,s,k,w,p,p,w,o,e,w,v,d,2960,1
x,s,g,False,n,f,w,b,p,t,e,s,s,w,w,p,w,o,e,k,s,g,363,0
x,s,g,False,n,f,w,b,p,e,?,s,k,w,w,p,w,t,p,w,s,g,6319,0
x,s,e,False,f,f,c,n,b,t,?,k,s,p,p,p,w,o,e,w,v,l,226,1
x,f,g,False,f,f,c,b,p,e,b,k,k,p,p,p,w,o,l,h,v,p,4283,1
x,f,n,False,n,f,w,b,p,t,e,s,f,w,w,p,w,o,e,n,s,g,4143,0
x,y,e,False,f,f,c,n,b,t,?,k,k,w,w,p,w,o,e,w,v,d,378,1
f,s,n,False,s,f,c,n,b,t,?,s,k,p,p,p,w,o,e,w,v,d,4712,1
x,y,y,True,a,f,c,b,w,e,c,s,s,w,w,p,w,o,p,n,n,g,5696,0
x,s,g,False,n,f,w,b,g,e,?,s,k,w,w,p,w,t,p,w,n,g,7174,0
x,s,w,True,p,f,c,n,k,e,e,s,s,w,w,p,w,o,p,n,s,u,426,1
f,f,g,True,n,f,c,b,p,t,b,s,s,g,g,p,w,o,p,k,v,d,6171,0
f,y,e,False,s,f,c,n,b,t,?,s,k,p,p,p,w,o,e,w,v,d,3703,1
x,s,g,False,c,f,c,n,g,e,b,s,s,w,w,p,w,o,p,k,v,d,5347,1
f,f,e,True,n,f,c,b,w,t,b,s,s,g,g,p,w,o,p,k,v,d,1310,0
x,y,e,True,n,f,c,b,p,t,b,s,s,w,w,p,w,o,p,k,v,d,5526,0
x,y,g,False,f,f,c,b,g,e,b,k,k,n,p,p,w,o,l,h,y,p,6737,1
k,y,e,False,f,f,c,n,b,t,?,s,k,p,w,p,w,o,e,w,v,d,999,1
x,y,n,False,y,f,c,n,b,t,?,k,s,w,w,p,w,o,e,w,v,p,5016,1
x,f,n,True,n,f,c,b,n,t,b,s,s,g,w,p,w,o,p,n,y,d,2801,0
x,y,b,True,n,f,c,b,e,e,?,s,s,e,w,p,w,t,e,w,c,w,899,0
x,y,g,True,n,f,c,b,w,t,b,s,s,p,p,p,w,o,p,n,v,d,3097,0
x,y,g,True,n,f,c,b,n,t,b,s,s,g,p,p,w,o,p,n,y,d,6360,0
f,s,e,False,s,f,c,n,b,t,?,k,k,p,w,p,w,o,e,w,v,l,7036,1
x,f,w,False,n,f,w,b,h,t,e,s,s,w,w,p,w,o,e,n,a,g,5279,0
f,s,b,True,f,f,c,b,w,t,b,f,f,w,w,p,w,o,p,h,s,u,7899,1
f,s,e,False,s,f,c,n,b,t,?,s,s,w,w,p,w,o,e,w,v,d,7904,1
f,f,g,False,f,f,c,b,h,e,b,k,k,n,n,p,w,o,l,h,v,p,5060,1
f,y,g,True,n,f,c,b,p,t,b,s,s,p,g,p,w,o,p,k,v,d,1667,0
x,f,e,True,n,f,c,b,n,t,b,s,s,p,p,p,w,o,p,k,v,d,2228,0
x,y,n,True,n,f,c,b,w,t,b,s,s,g,p,p,w,o,p,n,y,d,3768,0
k,y,e,False,f,f,c,n,b,t,?,k,s,w,p,p,w,o,e,w,v,l,6361,1
x,f,n,True,n,f,c,b,u,t,b,s,s,p,g,p,w,o,p,k,v,d,472,0
f,s,n,False,n,a,c,b,n,e,?,s,s,o,o,p,o,o,p,n,c,l,1570,0
f,s,n,False,n,a,c,b,y,e,?,s,s,o,o,p,n,o,p,n,c,l,1272,0
f,y,y,False,f,f,c,b,p,e,b,k,k,p,b,p,w,o,l,h,y,p,4097,1
x,f,e,True,n,f,c,b,u,t,b,s,s,g,w,p,w,o,p,k,v,d,6428,0
k,y,e,False,s,f,c,n,b,t,?,s,s,p,w,p,w,o,e,w,v,p,4461,1
x,s,b,True,f,f,c,b,w,t,b,s,s,w,w,p,w,o,p,h,s,u,318,1
x,f,n,True,n,f,c,b,p,t,b,s,s,g,g,p,w,o,p,k,y,d,7371,0
x,s,g,False,c,f,c,n,u,e,b,s,s,w,w,p,w,o,p,k,v,d,4720,1
x,f,g,False,f,f,c,b,g,e,b,k,k,p,b,p,w,o,l,h,y,d,3801,1
x,f,g,False,f,f,c,b,p,e,b,k,k,p,p,p,w,o,l,h,v,g,6951,1
f,y,n,True,l,f,c,b,p,e,r,s,y,w,w,p,w,o,p,k,s,p,4316,0
f,f,g,False,f,f,c,b,p,e,b,k,k,n,p,p,w,o,l,h,y,p,2561,1
x,f,w,False,n,f,w,b,w,e,?,k,s,w,w,p,w,t,p,w,s,g,7870,0
x,y,g,False,f,f,c,b,p,e,b,k,k,p,p,p,w,o,l,h,y,g,1959,1
x,s,w,False,n,f,w,b,n,t,e,f,s,w,w,p,w,o,e,k,a,g,1256,0
k,s,n,False,s,f,c,n,b,t,?,s,k,p,p,p,w,o,e,w,v,d,7985,1
f,y,g,True,n,f,c,b,w,t,b,s,s,p,g,p,w,o,p,n,v,d,7865,0
x,f,n,True,n,f,c,b,w,t,b,s,s,p,p,p,w,o,p,k,y,d,7166,0
f,s,g,True,f,f,c,b,p,t,b,s,f,w,w,p,w,o,p,h,v,g,7735,1
f,s,n,False,n,f,w,b,h,t,e,f,s,w,w,p,w,o,e,k,a,g,1631,0
b,s,w,True,l,f,c,b,g,e,c,s,s,w,w,p,w,o,p,k,n,m,6283,0
x,y,e,False,s,f,c,n,b,t,?,k,k,p,p,p,w,o,e,w,v,p,4884,1
f,y,e,False,f,f,c,n,b,t,?,s,k,p,w,p,w,o,e,w,v,d,5639,1
f,y,y,False,f,f,c,b,h,e,b,k,k,p,b,p,w,o,l,h,v,p,1994,1
x,y,e,False,y,f,c,n,b,t,?,s,k,p,w,p,w,o,e,w,v,d,7405,1
f,y,n,False,m,f,c,b,w,e,c,k,y,c,c,p,w,n,n,w,c,d,6307,1
f,y,n,True,l,f,c,b,p,e,r,s,y,w,w,p,w,o,p,n,y,p,2587,0
k,y,n,False,y,f,c,n,b,t,?,k,k,w,p,p,w,o,e,w,v,d,1987,1
x,s,b,True,f,f,c,b,w,t,b,s,s,w,w,p,w,o,p,h,v,u,1695,1
x,s,e,False,f,f,c,n,b,t,?,s,k,p,w,p,w,o,e,w,v,d,1096,1
f,f,e,True,n,f,c,b,w,t,b,s,s,g,p,p,w,o,p,n,v,d,3084,0
k,s,n,False,f,f,c,n,b,t,?,s,s,w,p,p,w,o,e,w,v,d,3653,1
f,y,e,True,n,f,c,b,w,e,?,s,s,w,w,p,w,t,e,w,c,w,4042,0
f,y,g,True,n,f,c,b,u,t,b,s,s,w,w,p,w,o,p,n,y,d,6058,0
f,y,y,False,f,f,c,b,h,e,b,k,k,b,p,p,w,o,l,h,y,p,7132,1
x,f,y,False,f,f,c,b,h,e,b,k,k,p,n,p,w,o,l,h,y,d,2256,1
f,f,g,False,f,f,c,b,g,e,b,k,k,b,p,p,w,o,l,h,y,p,3008,1
x,y,g,False,f,f,c,b,p,e,b,k,k,p,n,p,w,o,l,h,v,d,7130,1
x,s,n,False,y,f,c,n,b,t,?,k,s,w,w,p,w,o,e,w,v,p,3264,1
x,y,g,False,f,f,c,b,g,e,b,k,k,n,n,p,w,o,l,h,y,d,1163,1
f,y,g,False,f,f,c,b,g,e,b,k,k,b,b,p,w,o,l,h,y,g,4010,1
x,s,b,True,f,f,c,b,h,t,b,f,s,w,w,p,w,o,p,h,v,g,1912,1
f,y,n,True,n,f,c,b,w,t,b,s,s,p,g,p,w,o,p,k,y,d,2754,0
f,s,n,False,n,a,c,b,o,e,?,s,s,o,o,p,o,o,p,n,v,l,5129,0
f,y,n,True,l,f,c,b,n,e,r,s,y,w,w,p,w,o,p,k,y,g,3979,0
x,y,y,True,a,f,c,b,n,e,r,s,y,w,w,p,w,o,p,k,s,g,1809,0
x,y,n,True,n,f,c,b,n,t,b,s,s,p,g,p,w,o,p,k,v,d,4145,0
x,y,w,True,p,f,c,n,k,e,e,s,s,w,w,p,w,o,p,k,s,u,5802,1
x,s,w,True,l,f,w,n,w,t,b,s,s,w,w,p,w,o,p,u,v,d,310,0
x,f,g,False,n,f,w,b,w,e,?,k,k,w,w,p,w,t,p,w,s,g,3714,0
f,s,n,False,n,f,w,b,n,t,e,f,f,w,w,p,w,o,e,n,s,g,4596,0
x,s,g,False,n,f,w,b,h,t,e,f,s,w,w,p,w,o,e,k,a,g,1836,0
x,y,g,False,f,f,c,b,h,e,b,k,k,b,n,p,w,o,l,h,v,d,4005,1
x,s,b,True,n,f,c,b,w,e,?,s,s,e,e,p,w,t,e,w,c,w,2212,0
x,s,g,False,n,f,w,b,h,t,e,f,f,w,w,p,w,o,e,n,s,g,1210,0
f,f,w,True,l,f,w,n,n,t,b,s,s,w,w,p,w,o,p,u,v,d,7773,0
f,s,n,False,n,a,c,b,o,e,?,s,s,o,o,p,n,o,p,n,v,l,1110,0
x,f,n,True,n,f,c,b,u,t,b,s,s,p,w,p,w,o,p,k,v,d,6137,0
x,s,w,True,p,f,c,n,p,e,e,s,s,w,w,p,w,o,p,k,v,u,827,1
k,s,w,False,n,f,w,b,p,e,?,s,k,w,w,p,w,t,p,w,s,g,7363,0
x,y,g,False,f,f,c,b,g,e,b,k,k,b,p,p,w,o,l,h,y,g,7260,1
x,f,g,False,n,f,w,b,h,t,e,f,f,w,w,p,w,o,e,k,s,g,1691,0
f,f,y,False,f,f,c,b,p,e,b,k,k,n,p,p,w,o,l,h,y,p,1694,1
f,y,e,False,s,f,c,n,b,t,?,k,s,w,p,p,w,o,e,w,v,p,5809,1
f,f,e,True,n,f,c,b,n,t,b,s,s,p,w,p,w,o,p,n,y,d,7535,0
f,f,w,True,l,f,w,n,p,t,b,s,s,w,w,p,w,o,p,n,v,d,3691,0
f,y,g,True,n,f,c,b,u,t,b,s,s,w,g,p,w,o,p,n,v,d,4173,0
f,s,g,False,n,f,w,b,n,t,e,f,s,w,w,p,w,o,e,n,a,g,5501,0
k,f,w,False,n,f,w,b,p,e,?,k,k,w,w,p,w,t,p,w,s,g,1333,0
f,y,g,True,n,f,c,b,u,t,b,s,s,w,g,p,w,o,p,k,y,d,2131,0
k,y,e,False,y,f,c,n,b,t,?,s,k,p,p,p,w,o,e,w,v,p,830,1
f,f,g,False,f,f,c,b,h,e,b,k,k,p,p,p,w,o,l,h,v,d,6142,1
x,f,y,False,f,f,c,b,p,e,b,k,k,b,b,p,w,o,l,h,v,d,5913,1
x,f,w,False,n,f,w,b,k,t,e,s,s,w,w,p,w,o,e,n,s,g,7622,0
f,y,y,True,l,f,c,b,n,e,r,s,y,w,w,p,w,o,p,k,s,g,1708,0
x,y,w,True,p,f,c,n,k,e,e,s,s,w,w,p,w,o,p,n,s,u,1241,1
x,y,e,True,n,f,c,b,n,t,b,s,s,g,p,p,w,o,p,k,y,d,4649,0
f,s,e,False,s,f,c,n,b,t,?,k,k,p,p,p,w,o,e,w,v,l,7349,1
f,y,e,True,n,f,c,b,n,t,b,s,s,g,g,p,w,o,p,k,y,d,2349,0
f,y,n,True,n,f,c,b,u,t,b,s,s,p,w,p,w,o,p,k,v,d,6287,0
k,s,e,False,s,f,c,n,b,t,?,s,s,p,p,p,w,o,e,w,v,d,2294,1
f,y,n,True,n,f,c,b,u,t,b,s,s,g,p,p,w,o,p,k,v,d,1846,0
f,f,n,True,n,f,c,b,w,t,b,s,s,p,p,p,w,o,p,k,v,d,6254,0
f,y,n,True,n,f,c,b,p,t,b,s,s,p,p,p,w,o,p,k,v,d,5647,0
k,y,e,False,y,f,c,n,b,t,?,s,k,w,p,p,w,o,e,w,v,l,1068,1
b,s,g,False,n,f,w,b,w,e,?,k,s,w,w,p,w,t,p,w,n,g,2915,0
x,s,y,True,l,f,c,b,g,e,c,s,s,w,w,p,w,o,p,k,n,g,5226,0
x,f,y,False,f,f,c,b,p,e,b,k,k,n,n,p,w,o,l,h,v,p,6862,1
x,s,e,False,y,f,c,n,b,t,?,k,k,p,w,p,w,o,e,w,v,l,7754,1
x,y,n,False,f,f,c,n,b,t,?,s,s,p,w,p,w,o,e,w,v,p,1721,1
x,s,g,False,n,f,w,b,h,t,e,f,f,w,w,p,w,o,e,n,a,g,3377,0
k,s,e,False,f,f,c,n,b,t,?,k,k,w,w,p,w,o,e,w,v,l,2524,1
f,y,e,True,n,f,c,b,u,t,b,s,s,p,p,p,w,o,p,n,v,d,2045,0
x,y,e,True,n,f,c,b,w,t,b,s,s,w,g,p,w,o,p,n,y,d,6670,0
f,y,y,True,a,f,c,b,n,e,r,s,y,w,w,p,w,o,p,k,s,g,112,0
f,y,g,False,f,f,c,b,g,e,b,k,k,n,p,p,w,o,l,h,y,p,3447,1
x,y,y,False,f,f,c,b,h,e,b,k,k,p,p,p,w,o,l,h,v,p,3972,1
k,f,g,False,n,f,w,b,g,e,?,k,s,w,w,p,w,t,p,w,n,g,2564,0
f,s,n,False,n,f,w,b,n,t,e,s,s,w,w,p,w,o,e,k,a,g,7880,0
x,y,n,False,y,f,c,n,b,t,?,s,s,w,p,p,w,o,e,w,v,l,4878,1
x,y,n,True,n,f,c,b,p,t,b,s,s,w,g,p,w,o,p,n,v,d,3903,0
x,y,g,False,f,f,c,b,h,e,b,k,k,p,b,p,w,o,l,h,y,p,5105,1
x,s,g,True,f,f,c,b,p,t,b,f,s,w,w,p,w,o,p,h,s,g,601,1
s,f,n,False,n,f,c,n,k,e,e,s,s,w,w,p,w,o,p,k,y,u,28,0
f,s,w,True,f,f,c,b,p,t,b,f,f,w,w,p,w,o,p,h,v,g,2800,1
x,y,y,True,a,f,c,b,g,e,c,s,s,w,w,p,w,o,p,n,n,g,1424,0
b,y,n,False,n,f,c,b,w,e,b,y,y,n,n,p,w,t,p,w,y,p,1714,0
x,s,e,False,f,f,c,n,b,t,?,k,k,w,p,p,w,o,e,w,v,l,3852,1
f,f,y,False,f,f,c,b,h,e,b,k,k,b,b,p,w,o,l,h,v,p,7437,1
f,y,n,True,n,f,c,b,w,t,b,s,s,w,p,p,w,o,p,k,y,d,5648,0
f,s,e,False,s,f,c,n,b,t,?,k,k,w,w,p,w,o,e,w,v,l,4581,1
x,f,g,False,f,f,c,b,h,e,b,k,k,n,p,p,w,o,l,h,y,d,4306,1
f,y,y,True,a,f,c,b,p,e,r,s,y,w,w,p,w,o,p,n,s,g,2114,0
x,s,w,True,p,f,c,n,n,e,e,s,s,w,w,p,w,o,p,n,v,u,7647,1
x,f,n,True,n,f,c,b,p,t,b,s,s,p,g,p,w,o,p,k,y,d,7863,0
k,y,e,False,f,f,c,n,b,t,?,s,s,w,p,p,w,o,e,w,v,p,7291,1
f,y,e,False,s,f,c,n,b,t,?,s,k,w,p,p,w,o,e,w,v,d,5030,1
x,s,w,False,n,f,w,b,p,t,e,f,s,w,w,p,w,o,e,n,a,g,6543,0
f,y,g,True,n,f,c,b,w,t,b,s,s,g,g,p,w,o,p,n,v,d,5710,0
b,s,w,True,l,f,c,b,w,e,c,s,s,w,w,p,w,o,p,n,s,g,3042,0
x,y,p,True,n,f,c,b,w,e,b,s,s,w,w,p,w,t,p,w,v,p,8102,0
f,y,y,False,f,f,c,b,p,e,b,k,k,p,p,p,w,o,l,h,y,g,7890,1
x,y,g,True,n,f,c,b,w,t,b,s,s,p,p,p,w,o,p,n,y,d,7200,0
k,s,n,False,y,f,c,n,b,t,?,k,s,w,w,p,w,o,e,w,v,p,3834,1
x,s,n,False,y,f,c,n,b,t,?,s,s,p,p,p,w,o,e,w,v,l,1251,1
x,f,y,False,f,f,c,b,h,e,b,k,k,n,p,p,w,o,l,h,y,g,369,1
x,s,g,False,n,f,w,b,k,t,e,s,s,w,w,p,w,o,e,n,a,g,959,0
f,f,g,False,n,f,w,b,p,t,e,f,f,w,w,p,w,o,e,k,s,g,4901,0
b,s,n,False,n,a,c,b,o,e,?,s,s,o,o,p,o,o,p,b,c,l,7842,0
x,y,n,True,n,f,c,b,w,t,b,s,s,w,g,p,w,o,p,n,v,d,6454,0
x,y,g,True,n,f,c,b,p,t,b,s,s,g,g,p,w,o,p,k,y,d,3324,0
x,s,e,False,s,f,c,n,b,t,?,s,s,p,w,p,w,o,e,w,v,d,4542,1
f,y,y,False,f,f,c,b,h,e,b,k,k,p,p,p,w,o,l,h,y,p,2243,1
k,f,g,False,n,f,w,b,p,e,?,k,k,w,w,p,w,t,p,w,n,g,5653,0
x,f,w,False,c,f,w,n,u,e,b,s,s,w,w,p,w,o,p,n,s,d,7076,1
f,f,g,True,n,f,c,b,n,t,b,s,s,p,g,p,w,o,p,n,y,d,4561,0
f,s,b,True,f,f,c,b,h,t,b,f,s,w,w,p,w,o,p,h,v,u,6209,1
x,s,w,False,n,f,w,b,h,t,e,f,f,w,w,p,w,o,e,k,s,g,6847,0
f,f,n,True,n,f,c,b,n,t,b,s,s,w,w,p,w,o,p,k,y,d,2751,0
f,s,n,False,n,f,w,b,h,t,e,s,s,w,w,p,w,o,e,k,s,g,4900,0
k,f,w,False,n,f,w,b,w,e,?,s,s,w,w,p,w,t,p,w,s,g,6702,0
f,s,b,True,n,f,c,b,e,e,?,s,s,w,e,p,w,t,e,w,c,w,73,0
x,y,y,True,a,f,c,b,n,e,c,s,s,w,w,p,w,o,p,k,s,m,7504,0
x,s,e,False,y,f,c,n,b,t,?,s,k,w,w,p,w,o,e,w,v,d,6018,1
f,s,w,True,f,f,c,b,p,t,b,s,f,w,w,p,w,o,p,h,v,g,1442,1
x,f,g,False,n,f,w,b,g,e,?,k,s,w,w,p,w,t,p,w,n,g,7090,0
f,y,n,False,s,f,c,n,b,t,?,k,k,w,p,p,w,o,e,w,v,p,2570,1
x,s,e,False,y,f,c,n,b,t,?,s,s,p,w,p,w,o,e,w,v,p,3818,1
b,y,w,True,a,f,c,b,g,e,c,s,s,w,w,p,w,o,p,k,n,g,2445,0
f,y,n,False,s,f,c,n,b,t,?,s,s,p,p,p,w,o,e,w,v,d,1285,1
x,y,w,True,p,f,c,n,k,e,e,s,s,w,w,p,w,o,p,k,s,g,6583,1
x,s,b,True,n,f,c,b,w,e,?,s,s,w,w,p,w,t,e,w,c,w,7085,0
x,f,g,True,n,f,c,b,p,t,b,s,s,w,g,p,w,o,p,n,y,d,706,0
f,s,n,False,n,a,c,b,n,e,?,s,s,o,o,p,n,o,p,b,v,l,8082,0
f,f,y,False,f,f,c,b,h,e,b,k,k,n,b,p,w,o,l,h,y,g,888,1
x,s,n,False,y,f,c,n,b,t,?,k,s,p,p,p,w,o,e,w,v,p,2756,1
x,y,n,True,n,f,c,b,p,t,b,s,s,w,p,p,w,o,p,k,v,d,6029,0
x,f,n,False,n,f,w,b,p,t,e,s,s,w,w,p,w,o,e,k,s,g,2621,0
x,y,y,True,l,f,c,b,w,e,r,s,y,w,w,p,w,o,p,k,y,p,3766,0
f,s,n,False,n,f,c,b,w,e,b,y,y,n,n,p,w,t,p,w,y,p,7566,0
k,y,n,False,s,f,c,n,b,t,?,k,k,w,p,p,w,o,e,w,v,l,2902,1
k,s,n,False,f,f,c,n,b,t,?,k,k,p,w,p,w,o,e,w,v,l,2944,1
x,s,n,True,n,f,c,b,e,e,?,s,s,e,e,p,w,t,e,w,c,w,3165,0
k,y,n,False,y,f,c,n,b,t,?,k,k,p,p,p,w,o,e,w,v,d,1058,1
f,s,w,False,n,f,w,b,p,t,e,s,s,w,w,p,w,o,e,n,s,g,1444,0
f,y,e,True,n,f,c,b,u,t,b,s,s,w,w,p,w,o,p,k,y,d,2928,0
x,f,y,False,f,f,c,b,h,e,b,k,k,b,n,p,w,o,l,h,v,p,7694,1
x,y,w,True,l,f,c,b,n,e,c,s,s,w,w,p,w,o,p,n,n,g,7727,0
f,s,w,True,n,f,c,b,r,e,b,s,s,w,w,p,w,t,p,r,v,g,5547,1
k,s,n,False,y,f,c,n,b,t,?,s,k,w,w,p,w,o,e,w,v,p,7534,1
f,y,e,True,n,f,c,b,p,t,b,s,s,w,w,p,w,o,p,n,v,d,8065,0
f,f,g,True,n,f,c,b,n,t,b,s,s,p,g,p,w,o,p,k,y,d,1939,0
x,y,e,False,y,f,c,n,b,t,?,k,s,p,p,p,w,o,e,w,v,l,4892,1
f,s,n,False,n,a,c,b,o,e,?,s,s,o,o,p,o,o,p,b,c,l,7261,0
f,s,w,False,n,f,w,b,n,t,e,s,f,w,w,p,w,o,e,n,a,g,5997,0
x,s,w,False,n,f,w,b,h,t,e,f,s,w,w,p,w,o,e,n,a,g,3482,0
f,y,y,False,f,f,c,b,g,e,b,k,k,p,p,p,w,o,l,h,y,g,6646,1
f,s,b,True,f,f,c,b,p,t,b,f,s,w,w,p,w,o,p,h,s,g,1088,1
x,y,n,True,n,f,c,b,w,e,?,s,s,e,e,p,w,t,e,w,c,w,1451,0
f,s,g,True,f,f,c,b,p,t,b,s,s,w,w,p,w,o,p,h,v,g,4783,1
x,f,g,False,f,f,c,b,p,e,b,k,k,n,n,p,w,o,l,h,v,p,1766,1
f,y,e,True,n,f,c,b,u,t,b,s,s,w,g,p,w,o,p,n,v,d,8073,0
f,y,e,True,n,f,c,b,w,t,b,s,s,p,p,p,w,o,p,n,v,d,1885,0
x,y,e,False,s,f,c,n,b,t,?,k,s,w,p,p,w,o,e,w,v,p,5048,1
x,f,y,False,f,f,c,b,h,e,b,k,k,b,b,p,w,o,l,h,y,p,3420,1
x,y,y,False,f,f,c,b,p,e,b,k,k,b,b,p,w,o,l,h,y,p,1644,1
x,f,g,True,n,f,c,b,u,t,b,s,s,g,w,p,w,o,p,n,y,d,926,0
x,s,p,False,c,f,c,n,g,e,b,s,s,w,w,p,w,o,p,n,s,d,3943,1
x,f,e,True,n,f,c,b,w,t,b,s,s,p,w,p,w,o,p,n,y,d,1089,0
b,y,y,True,l,f,c,b,n,e,c,s,s,w,w,p,w,o,p,n,n,g,5861,0
x,s,g,False,n,f,w,b,h,t,e,s,f,w,w,p,w,o,e,k,s,g,5828,0
x,s,y,True,a,f,c,b,g,e,c,s,s,w,w,p,w,o,p,k,n,m,338,0
x,s,p,False,c,f,c,n,n,e,b,s,s,w,w,p,w,o,p,n,s,d,2718,1
f,f,e,True,n,f,c,b,n,t,b,s,s,p,g,p,w,o,p,k,y,d,6713,0
x,s,n,True,p,f,c,n,k,e,e,s,s,w,w,p,w,o,p,k,s,g,1,1
f,f,n,True,n,f,c,b,w,t,b,s,s,g,w,p,w,o,p,k,y,d,5248,0
x,s,w,True,l,f,c,b,k,e,c,s,s,w,w,p,w,o,p,n,s,m,3761,0
x,s,n,False,n,f,w,b,n,t,e,s,f,w,w,p,w,o,e,n,a,g,1541,0
f,y,n,True,p,f,c,n,w,e,e,s,s,w,w,p,w,o,p,n,s,g,6660,1
k,s,e,False,y,f,c,n,b,t,?,s,k,w,w,p,w,o,e,w,v,l,7938,1
x,y,n,True,n,f,c,b,n,t,b,s,s,w,w,p,w,o,p,n,y,d,1516,0
f,y,g,False,f,f,c,b,g,e,b,k,k,p,b,p,w,o,l,h,y,d,6434,1
f,y,y,False,f,f,c,b,g,e,b,k,k,n,n,p,w,o,l,h,y,p,4626,1
x,f,g,False,c,f,c,n,n,e,b,s,s,w,w,p,w,o,p,n,v,d,1804,1
k,y,e,False,f,f,c,n,b,t,?,s,s,p,p,p,w,o,e,w,v,l,880,1
f,y,g,True,n,f,c,b,u,t,b,s,s,w,p,p,w,o,p,n,v,d,4678,0
x,y,g,True,n,f,c,b,u,t,b,s,s,p,p,p,w,o,p,k,v,d,6049,0
x,f,y,False,f,f,c,b,h,e,b,k,k,b,p,p,w,o,l,h,y,p,5712,1
x,y,w,True,l,f,c,b,g,e,c,s,s,w,w,p,w,o,p,k,s,g,3387,0
k,y,n,False,y,f,c,n,b,t,?,k,k,p,p,p,w,o,e,w,v,l,6995,1
f,s,w,False,n,f,w,b,p,t,e,s,s,w,w,p,w,o,e,k,s,g,3848,0
f,f,n,True,n,f,c,b,w,t,b,s,s,g,g,p,w,o,p,k,v,d,738,0
x,f,n,False,n,f,w,b,h,t,e,f,f,w,w,p,w,o,e,n,s,g,5115,0
x,f,n,True,n,f,c,b,p,t,b,s,s,w,g,p,w,o,p,k,y,d,2157,0
x,y,e,True,n,f,c,b,u,t,b,s,s,g,g,p,w,o,p,n,y,d,7828,0
x,s,w,True,a,f,w,n,p,t,b,s,s,w,w,p,w,o,p,u,v,d,2538,0
x,y,g,True,n,f,c,b,w,t,b,s,s,p,g,p,w,o,p,k,y,d,5769,0
f,y,g,True,n,f,c,b,p,t,b,s,s,g,g,p,w,o,p,k,v,d,509,0
f,s,g,False,n,f,w,b,h,t,e,f,s,w,w,p,w,o,e,n,a,g,1848,0
f,s,e,False,s,f,c,n,b,t,?,s,s,p,p,p,w,o,e,w,v,l,3555,1
k,y,n,False,y,f,c,n,b,t,?,k,k,w,w,p,w,o,e,w,v,p,941,1
x,y,e,True,n,f,c,b,w,t,b,s,s,p,w,p,w,o,p,n,y,d,4756,0
x,f,y,False,f,f,c,b,g,e,b,k,k,n,n,p,w,o,l,h,v,d,134,1
f,f,n,False,n,f,w,b,n,t,e,s,f,w,w,p,w,o,e,k,s,g,3305,0
x,f,g,True,n,f,c,b,n,t,b,s,s,g,w,p,w,o,p,k,y,d,6934,0
x,s,w,True,l,f,c,b,n,e,c,s,s,w,w,p,w,o,p,k,n,m,1380,0
f,f,g,False,f,f,c,b,h,e,b,k,k,p,n,p,w,o,l,h,y,g,5901,1
b,f,w,False,n,f,w,b,w,e,?,k,k,w,w,p,w,t,p,w,s,g,6083,0
f,s,w,True,p,f,c,n,p,e,e,s,s,w,w,p,w,o,p,k,s,u,5438,1
f,f,n,False,n,f,w,b,p,t,e,f,f,w,w,p,w,o,e,k,a,g,7134,0
x,s,n,False,f,f,c,n,b,t,?,s,s,p,p,p,w,o,e,w,v,l,3758,1
f,s,n,False,y,f,c,n,b,t,?,k,s,p,p,p,w,o,e,w,v,d,4434,1
f,y,e,True,n,f,c,b,w,t,b,s,s,w,p,p,w,o,p,n,y,d,7871,0
x,y,e,False,f,f,c,n,b,t,?,k,k,p,p,p,w,o,e,w,v,d,420,1
k,y,n,False,y,f,c,n,b,t,?,s,s,p,p,p,w,o,e,w,v,d,5425,1
f,y,n,False,f,f,c,n,b,t,?,s,s,w,w,p,w,o,e,w,v,l,2686,1
f,f,y,False,f,f,c,b,p,e,b,k,k,n,p,p,w,o,l,h,v,p,4954,1
x,y,n,True,a,f,c,b,w,e,r,s,y,w,w,p,w,o,p,k,y,g,3175,0
x,s,b,True,n,f,c,b,w,e,?,s,s,w,e,p,w,t,e,w,c,w,7139,0
